"","Station","State","airportCode","Lat","Lon","Elevation","WMO"
"1327","Del Rio Laughlin AFB","TX","KDLF",29.37,-100.78,330,99999
"1328","Del Rio","TX","KDRT",29.37,-100.92,307,72261
"1329","Denton","TX","KDTO",33.2,-97.18,197,99999
"1330","Georgetown","TX","KGTU",30.68,-97.68,240,99999
"1331","Houston Hooks","TX","KDWH",30.07,-95.55,46,99999
"1332","Houston Clover","TX","KLVJ",29.52,-95.24,13,99999
"1333","Abilene Dyess","TX","KDYS",32.43,-99.85,545,69019
"1334","Ellington Field","TX","KEFD",29.6,-95.17,10,99999
"1335","El Paso","TX","KELP",31.8,-106.4,1194,72270
"1336","Sherman-Denison","TX","KF39",33.72,-96.67,228,99999
"1337","Fort Stockton","TX","KFST",30.9,-102.9,9999,99999
"1338","Fort Worth","TX","KFTW",32.82,-97.37,216,99999
"1339","Guadalupe Pass","TX","KGDP",31.83,-104.8,1662,72262
"1340","Longview","TX","KGGG",32.35,-94.65,124,72247
"1341","Galveston","TX","KGLS",29.3,-94.8,16,72242
"1342","Fort Hood","TX","KGRK",31.07,-97.83,309,99999
"1343","Greenville","TX","KGVT",33.07,-96.07,163,99999
"1344","Hondo","TX","KHDO",29.35,-99.18,283,99999
"1345","Killeen/Ft Hood","TX","KHLR",31.15,-97.72,283,72257
"1346","Houston","TX","KHOU",29.65,-95.28,14,99999
"1347","Harlingen","TX","KHRL",26.23,-97.65,11,99999
"1348","Houston Intercontinental","TX","KIAH",29.97,-95.35,33,72243
"1349","Killeen","TX","KILE",31.08,-97.68,258,99999
"1350","Wink","TX","KINK",31.78,-103.2,859,99999
"1351","Junction","TX","KJCT",30.5,-99.77,522,74740
"1352","Lubbock","TX","KLBB",33.65,-101.82,988,72267
"1353","Angleton","TX","KLBX",29.12,-95.47,8,99999
"1354","Lufkin","TX","KLFK",31.23,-94.75,88,99999
"1355","Laredo","TX","KLRD",27.55,-99.47,155,72252
"1356","Midland","TX","KMAF",31.95,-102.18,872,72265
"1357","McAllen","TX","KMFE",26.18,-98.23,33,99999
"1358","Marfa","TX","KMRF",30.37,-104.02,1481,72264
"1359","Mineral Wells","TX","KMWL",32.78,-98.07,296,99999
"1360","Fort Worth NAS","TX","KNFW",32.77,-97.45,198,99999
"1361","Corpus Chr NAS","TX","KNGP",27.7,-97.28,6,99999
"1362","Kingsville NAS","TX","KNQI",27.5,-97.82,15,99999
"1363","Nacogdoches","TX","KOCH",31.58,-94.72,108,99999
"1364","Paris","TX","KPRX",33.63,-95.45,167,99999
"1365","Palacios","TX","KPSX",28.73,-96.25,5,99999
"1366","McGregor","TX","KPWG",31.48,-97.32,180,99999
"1367","Dallas Redbird","TX","KRBD",32.68,-96.87,201,99999
"1368","Rockport","TX","KRKP",28.08,-97.05,8,99999
"1369","Randolph AFB","TX","KRND",29.53,-98.28,232,99999
"1370","Sabine Pass","TX","KRPE",29.7,-93.95,3,99999
"1371","San Antonio","TX","KSAT",29.53,-98.47,242,72253
"1372","San Marcos","TX","KHYI",29.89,-97.86,182,99999
"1373","Stephenville","TX","KSEP",32.22,-98.18,402,72260
"1374","Houston Hull","TX","KSGR",29.62,-95.65,2,99999
"1375","San Angelo","TX","KSJT",31.37,-100.5,582,72263
"1376","Kelly AFB","TX","KSKF",29.38,-98.58,210,99999
"1377","Wichita Falls","TX","KSPS",33.98,-98.5,314,72351
"1378","San Antonio Stinson","TX","KSSF",29.33,-98.47,176,99999
"1379","Temple","TX","KTPL",31.15,-97.4,208,99999
"1380","Tyler","TX","KTYR",32.35,-95.4,166,99999
"1381","Huntsville","TX","KUTS",30.75,-95.99,144,99999
"1382","Victoria","TX","KVCT",28.85,-96.92,36,72255
"1383","Odessa","TX","KODO",31.92,-102.39,902,99999
"1384","Port Isabel","TX","KPIL",26.16,-97.33,5,99999
"1385","Blanding","UT","K4BL",37.62,-109.47,1840,99999
"1386","Hanksville","UT","K4HV",38.37,-110.72,1314,99999
"1387","Bryce Canyon","UT","KBCE",37.7,-112.15,2312,99999
"1388","Cedar City","UT","KCDC",37.7,-113.1,1714,99999
"1389","Wendover","UT","KENV",40.73,-114.03,1292,72581
"1390","Ogden Hill AFB","UT","KHIF",41.12,-111.97,1459,99999
"1391","Logan","UT","KLGU",41.78,-111.85,1358,99999
"1392","Milford","UT","KMLF",38.43,-113.01,1536,99999
"1393","Moab Airport","UT","KCNY",38.76,-109.75,1388,99999
"1394","Ogden","UT","KOGD",41.2,-112.02,1362,72575
"1395","Price","UT","KPUC",39.62,-110.75,1799,72470
"1396","Provo","UT","KPVU",40.22,-111.72,1369,99999
"1397","St. George","UT","KSGU",37.08,-113.6,896,99999
"1398","Salt Lake City","UT","KSLC",40.78,-111.97,1288,72572
"1399","Delta","UT","KU24",39.33,-112.58,1414,99999
"1400","Green River","UT","KU28",39,-110.17,1241,99999
"1401","Vernal","UT","KVEL",40.43,-109.52,1608,99999
"1402","Louisa","VA","KLKU",38.01,-77.97,150,99999
"1403","Orange","VA","KOMH",38.25,-78.05,142,99999
"1404","Chesapeake","VA","KCPK",36.66,-76.32,6,99999
"1405","Culpeper","VA","KCJR",38.53,-77.86,95,99999
"1406","Fredericksburg","VA","KEZF",38.27,-77.45,26,99999
"1407","Leesburg","VA","KJYO",39.08,-77.56,119,99999
"1408","Melfa","VA","KMFV",37.65,-75.76,15,99999
"1409","Marion","VA","KMKJ",36.89,-81.35,780,99999
"1410","Abingdon","VA","KVJI",36.69,-82.03,636,99999
"1411","Dublin","VA","KPSK",37.14,-80.68,642,99999
"1412","Martinsville","VA","KMTV",36.63,-80.01,287,99999
"1413","Blacksburg","VA","KBCB",37.21,-80.41,650,99999
"1414","Charlottesville","VA","KCHO",38.13,-78.45,195,99999
"1415","Fort Belvoir","VA","KDAA",38.72,-77.18,21,99999
"1416","Danville","VA","KDAN",36.57,-79.33,174,99999
"1417","Washington","DC","KDCA",38.85,-77.03,20,72405
"1418","Fort Eustis","VA","KFAF",37.13,-76.62,4,99999
"1419","Manassas","VA","KHEF",38.72,-77.52,59,99999
"1420","Hot Springs","VA","KHSP",37.95,-79.83,1156,99999
"1421","Dulles Airport","VA","KIAD",38.95,-77.45,98,72403
"1422","Langley AFB","VA","KLFI",37.08,-76.37,3,74598
"1423","Galax","VA","KHLX",36.77,-80.82,821,99999
"1424","Wise","VA","KLNP",36.98,-82.53,817,99999
"1425","Lynchburg","VA","KLYH",37.33,-79.2,286,72410
"1426","Norfolk NAS","VA","KNGU",36.93,-76.28,5,99999
"1427","Oceana NAS","VA","KNTU",36.82,-76.03,7,99999
"1428","Quantico","VA","KNYG",38.5,-77.3,4,99999
"1429","Richmond Hanover County","VA","KOFP",37.7,-77.43,63,99999
"1430","Norfolk","VA","KORF",36.9,-76.2,9,72308
"1431","Newport News","VA","KPHF",37.13,-76.5,13,99999
"1432","Petersburg","VA","KPTB",37.18,-77.51,59,99999
"1433","Richmond","VA","KRIC",37.5,-77.33,54,72401
"1434","Roanoke","VA","KROA",37.32,-79.97,358,72411
"1435","Franklin","VA","KFKN",36.7,-76.9,12,99999
"1436","Farmville","VA","KFVX",37.36,-78.44,125,99999
"1437","Winchester","VA","KOKV",39.14,-78.14,221,99999
"1438","South Hill","VA","KAVC",36.69,-78.05,134,99999
"1439","Staunton","VA","KSHD",38.27,-78.9,366,99999
"1440","Suffolk","VA","KSFQ",36.68,-76.6,22,99999
"1441","Wakefield","VA","KAKQ",36.99,-77,34,99999
"1442","Wallops Island","VA","KWAL",37.85,-75.48,3,72402
"1443","St. Johnsbury","VT","K1V4",44.42,-72.02,217,72614
"1444","Burlington","VT","KBTV",44.47,-73.15,104,72617
"1445","Montpelier","VT","KMPV",44.2,-72.57,355,99999
"1446","Morrisville","VT","KMVL",44.5,-72.62,234,99999
"1447","Rutland State","VT","KRUT",43.53,-72.95,240,99999
"1448","Springfield","VT","KVSF",43.35,-72.52,176,99999
"1449","Bennington","VT","KDDH",42.89,-73.25,244,99999
"1450","Deer Park","WA","KDEW",47.97,-117.43,668,99999
"1451","Walla Walla","WA","KALW",46.1,-118.28,367,72788
"1452","Arlington","WA","KAWO",48.17,-122.16,41,99999
"1453","Seattle Boeing","WA","KBFI",47.53,-122.3,5,99999
"1454","Colville","WA","KCQV",48.55,-117.88,572,99999
"1455","Bellingham","WA","KBLI",48.8,-122.53,48,99999
"1456","Port Angeles","WA","KCLM",48.12,-123.5,88,99999
"1457","Wenatchee","WA","KEAT",47.4,-120.2,379,99999
"1458","Ellensburg","WA","KELN",47.03,-120.53,538,99999
"1459","Ephrata","WA","KEPH",47.3,-119.52,388,99999
"1460","Friday Harbor","WA","KFHR",48.52,-123.02,33,99999
"1461","Spokane","WA","KGEG",47.63,-117.53,721,72785
"1462","Fort Lewis","WA","KGRF",47.08,-122.58,92,74207
"1463","Hanford","WA","KHMS",46.57,-119.6,223,72784
"1464","Hoquiam","WA","KHQM",46.97,-123.93,4,99999
"1465","Omak","WA","KOMK",48.46,-119.52,396,99999
"1466","Kelso-Longview","WA","KKLS",46.12,-122.9,5,99999
"1467","Moses Lake","WA","KMWH",47.2,-119.32,361,99999
"1468","Whidbey Island","WA","KNUW",48.35,-122.65,14,69023
"1469","Olympia","WA","KOLM",46.97,-122.9,61,72792
"1470","Everett","WA","KPAE",47.9,-122.28,185,99999
"1471","Pasco","WA","KPSC",46.27,-119.12,124,99999
"1472","Pullman","WA","KPUW",46.75,-117.12,778,99999
"1473","Bremerton","WA","KPWT",47.5,-122.75,147,99999
"1474","Renton","WA","KRNT",47.5,-122.22,9,99999
"1475","Seattle","WA","KSEA",47.45,-122.3,137,72793
"1476","Spokane Felts","WA","KSFF",47.68,-117.32,595,99999
"1477","Shelton","WA","KSHN",47.23,-123.15,85,99999
"1478","Spokane Fairchild","WA","KSKA",47.62,-117.65,750,99999
"1479","Stampede Pass","WA","KSMP",47.28,-121.33,1209,99999
"1480","Tacoma","WA","KTCM",47.13,-122.48,98,74206
"1481","Toledo","WA","KTDO",46.48,-122.8,113,99999
"1482","Tacoma Narrows","WA","KTIW",47.27,-122.58,89,99999
"1483","Quillayute","WA","KUIL",47.95,-124.55,62,72797
"1484","Vancouver","WA","KVUO",45.62,-122.66,10,99999
"1485","Yakima","WA","KYKM",46.57,-120.53,325,72781
"1486","New Richmond","WI","KRNH",45.15,-92.53,304,99999
"1487","Merrill","WI","KRRL",45.2,-89.71,401,99999
"1488","Prarie Du Chien","WI","KPDC",43.02,-91.12,201,99999
"1489","Clintonville","WI","KCLI",44.61,-88.73,250,99999
"1490","Boscobel","WI","KOVS",43.16,-90.68,202,99999
"1491","Superior","WI","KDYT",46.72,-92.04,186,99999
"1492","Juneau","WI","KUNU",43.43,-88.7,285,99999
"1493","Mineral Point","WI","KMRJ",42.89,-90.23,359,99999
"1494","Eagle River","WI","KEGV",45.93,-89.27,500,99999
"1495","Antigo","WI","KAIG",45.15,-89.12,456,99999
"1496","Minocqua","WI","KARV",45.93,-89.73,496,99999
"1497","Appleton","WI","KATW",44.25,-88.52,280,99999
"1498","West Bend","WI","KETB",43.42,-88.13,270,99999
"1499","Wausau","WI","KAUW",44.93,-89.63,366,99999
"1500","Mosinee","WI","KCWA",44.78,-89.67,389,99999
"1501","Baraboo","WI","KDLL",43.7,-89.8,298,99999
"1502","Eau Claire","WI","KEAU",44.87,-91.48,276,99999
"1503","Fond du Lac","WI","KFLD",43.77,-88.49,318,99999
"1504","Green Bay","WI","KGRB",44.48,-88.13,214,72645
"1505","Hayward","WI","KHYR",46.02,-91.45,370,99999
"1506","Wisconsin Rapids","WI","KISW",44.44,-89.83,308,99999
"1507","Janesville","WI","KJVL",42.62,-89.03,246,99999
"1508","Kenosha","WI","KENW",42.6,-87.93,227,99999
"1509","Lone Rock","WI","KLNR",43.22,-90.18,219,99999
"1510","La Crosse","WI","KLSE",43.87,-91.25,202,72643
"1511","Marshfield","WI","KMFI",44.63,-90.18,380,99999
"1512","Milwaukee","WI","KMKE",42.95,-87.9,211,72640
"1513","Madison","WI","KMSN",43.13,-89.33,264,72641
"1514","Manitowoc","WI","KMTW",44.13,-87.68,198,99999
"1515","Medford","WI","KMDZ",45.1,-90.3,448,99999
"1516","Milwaukee Timmerman","WI","KMWC",43.12,-88.03,227,99999
"1517","Monroe","WI","KEFT",42.61,-89.59,331,99999
"1518","Osceola","WI","KOEO",45.31,-92.69,903,99999
"1519","Oshkosh","WI","KOSH",43.98,-88.55,246,99999
"1520","Phillips","WI","KPBH",45.7,-90.4,449,99999
"1521","Racine","WI","KRAC",42.76,-87.81,205,99999
"1522","Rhinelander","WI","KRHI",45.63,-89.47,495,99999
"1523","Rice Lake","WI","KRPD",45.48,-91.72,347,99999
"1524","Sheboygan","WI","KSBM",43.77,-87.85,295,99999
"1525","Stevens Point","WI","KSTE",44.55,-89.53,338,99999
"1526","Sturgeon Bay","WI","KSUE",44.85,-87.42,221,99999
"1527","Superior","WI","KSUW",46.68,-92.1,202,99999
"1528","Watertown","WI","KRYV",43.17,-88.72,254,99999
"1529","Waukesha","WI","KUES",43.02,-88.14,285,99999
"1530","Volk","WI","KVOK",43.93,-90.27,277,99999
"1531","Ashland","WI","KASX",46.55,-90.92,251,99999
"1532","Petersburg","WV","KW99",38.99,-79.14,293,99999
"1533","Beckley","WV","KBKW",37.78,-81.12,766,72412
"1534","Bluefield","WV","KBLF",37.3,-81.2,871,99999
"1535","Clarksburg","WV","KCKB",39.3,-80.23,367,99999
"1536","Charleston","WV","KCRW",38.37,-81.6,299,72414
"1537","Elkins","WV","KEKN",38.88,-79.85,609,72417
"1538","Wheeling","WV","KHLG",40.18,-80.65,365,99999
"1539","Huntington","WV","KHTS",38.37,-82.55,255,72425
"1540","Lewisburg","WV","KLWB",37.87,-80.4,702,99999
"1541","Morgantown","WV","KMGW",39.65,-79.92,380,99999
"1542","Martinsburg","WV","KMRB",39.4,-77.98,170,99999
"1543","Parkersburg","WV","KPKB",39.35,-81.43,262,99999
"1544","Arlington","WY","KARL",41.71,-106.21,2194,99999
"1545","Belle Fourche","WY","KBFU",43.93,-105.44,1432,99999
"1546","Bitter Creek","WY","KBIT",41.64,-108.58,2176,99999
"1547","Bordeaux","WY","KBRX",41.92,-104.94,1432,99999
"1548","Beaver Rim","WY","KBVR",42.58,-108.28,2042,99999
"1549","Chief Joseph","WY","KCHJ",44.75,-109.37,2529,99999
"1550","Cemetery Separation","WY","KCMS",41.53,-109.46,1962,99999
"1551","Continental Divide","WY","KCTD",41.71,-107.78,2145,99999
"1552","Dead Horse","WY","KDHS",44.21,-106.1,1249,99999
"1553","Deer Creek","WY","KDRC",42.83,-105.86,1554,99999
"1554","First Divide","WY","KFIR",41.29,-110.77,2310,99999
"1555","Gunbarrel","WY","KGUN",41.43,-104.34,1706,99999
"1556","Hiland","WY","KHLD",43.09,-107.32,1859,99999
"1557","I-25 Divide","WY","KIDV",43.94,-106.64,1542,99999
"1558","Inyan Kara","WY","KIKA",44.29,-104.62,1328,99999
"1559","Meeteese Rim","WY","KMTR",44.27,-108.87,1816,99999
"1560","Pathfinder Hill","WY","KPAT",42.56,-106.85,1926,99999
"1561","Piney Creek","WY","KPIN",44.53,-106.81,1402,99999
"1562","Pumpkin Vine","WY","KPUM",41.05,-105.46,2438,99999
"1563","Rim","WY","KRIM",43.1,-110.32,2310,99999
"1564","Sage","WY","KSGE",41.79,-110.5,2371,99999
"1565","Shute Creek","WY","KSHC",41.93,-109.96,2058,99999
"1566","Sibley Peak","WY","KSIB",42.44,-105.03,1511,99999
"1567","Skyline","WY","KSKL",41.13,-106.56,2468,99999
"1568","Twenty Mile Hill","WY","KTMH",43.12,-106.33,1755,99999
"1569","Vedauwoo","WY","KVDW",41.15,-105.4,2560,99999
"1570","Whitaker","WY","KWTR",41.41,-104.87,1890,99999
"1571","Torrington","WY","KTOR",42.06,-104.15,1282,99999
"1572","Douglas","WY","KDGW",42.75,-105.38,1477,99999
"1573","Big Piney","WY","KBPI",42.57,-110.1,2124,72671
"1574","Cody","WY","KCOD",44.52,-109.02,1553,72670
"1575","Casper","WY","KCPR",42.92,-106.47,1612,72569
"1576","Cheyenne","WY","KCYS",41.15,-104.82,1872,72564
"1577","Evanston","WY","KEVW",41.28,-111.03,2183,99999
"1578","Gillette","WY","KGCC",44.35,-105.53,1230,72665
"1579","Jackson","WY","KJAC",43.6,-110.73,1964,99999
"1580","Laramie","WY","KLAR",41.32,-105.67,2218,99999
"1581","Lander","WY","KLND",42.82,-108.73,1694,72576
"1582","Yellowstone","WY","KP60",44.55,-110.42,2368,99999
"1583","Riverton","WY","KRIW",43.07,-108.47,1684,99999
"1584","Rock Springs","WY","KRKS",41.6,-109.07,2060,99999
"1585","Rawlins","WY","KRWL",41.8,-107.2,2077,99999
"1586","Sheridan","WY","KSHR",44.77,-106.97,1209,72666
"1587","Worland","WY","KWRL",43.97,-107.95,1294,99999
"1588","Buffalo","WY","KBYG",44.38,-106.72,1497,99999
"1589","Greybull","WY","KGEY",44.52,-108.08,1191,99999
"1590","Roosevelt Roads","PR","TJNR",18.25,-65.63,12,78535
"1591","San Juan","PR","TJSJ",18.43,-66,19,78526
"1592","Ponce","PR","TJPS",18.02,-66.57,9,99999
"1593","Aquadilla","PR","TJBQ",18.5,-67.13,69,78514
"1594","Mayaguez","PR","TJMZ",18.25,-67.15,9,99999
"1595","St. Thomas","VI","TIST",18.33,-64.97,67,78543
"1596","St. Croix","VI","TISX",17.7,-64.8,17,78547
"1597","Beef Island","VI","TUPJ",18.43,-65.45,15,99999
"1598","Agana","GU","PGUM",13.48,144.8,82,91212
"1599","Andersen AFB","GU","PGUA",13.57,144.91,162,91218
"1600","Rota","MP","PGRO",14.17,145.25,179,91221
"1601","Saipan","MP","PGSN",15.12,145.72,4,91232
"1602","Peipeinimaru","MP","PGWT",20.05,145.22,13,99999
